Data Format:
GPS ON/OFF | Current Time (Seconds) | Screen On/Off | Trial # | Power Statistics for current time | TimeStamp
Off | 1s | Off | #1 | 293.00W, 2.40A, 7.65V | 2019-11-01 13:41:55.626208
Off | 2s | Off | #1 | 294.00W, 4.00A, 12.75V | 2019-11-01 13:41:55.646202
Off | 3s | Off | #1 | 295.00W, 2.00A, 6.38V | 2019-11-01 13:41:55.670199
Off | 4s | Off | #1 | 296.00W, 3.60A, 11.48V | 2019-11-01 13:41:55.698192
Off | 5s | Off | #1 | 297.00W, 1.80A, 5.74V | 2019-11-01 13:41:55.718185
Off | 6s | Off | #1 | 298.00W, 3.40A, 10.84V | 2019-11-01 13:41:55.738186
Off | 7s | Off | #1 | 299.00W, 1.70A, 5.42V | 2019-11-01 13:41:55.754184
Off | 8s | Off | #1 | 300.00W, 3.30A, 10.52V | 2019-11-01 13:41:55.770170
Off | 9s | Off | #1 | 301.00W, 1.65A, 5.26V | 2019-11-01 13:41:55.790166
Off | 10s | Off | #1 | 302.00W, 3.25A, 10.36V | 2019-11-01 13:41:55.802166
Off | 11s | Off | #1 | 303.00W, 1.63A, 5.18V | 2019-11-01 13:41:55.814160
Off | 12s | Off | #1 | 304.00W, 3.23A, 10.28V | 2019-11-01 13:41:55.830156
Off | 13s | Off | #1 | 305.00W, 1.61A, 5.14V | 2019-11-01 13:41:55.850151
Off | 14s | Off | #1 | 306.00W, 3.21A, 10.24V | 2019-11-01 13:41:55.858148
Off | 15s | Off | #1 | 307.00W, 1.61A, 5.12V | 2019-11-01 13:41:55.874145
Off | 16s | Off | #1 | 308.00W, 3.21A, 10.22V | 2019-11-01 13:41:55.886143
Off | 17s | Off | #1 | 309.00W, 1.60A, 5.11V | 2019-11-01 13:41:55.902141
Off | 18s | Off | #1 | 310.00W, 3.20A, 10.21V | 2019-11-01 13:41:55.910135
Off | 19s | Off | #1 | 311.00W, 1.60A, 5.10V | 2019-11-01 13:41:55.922132
Off | 20s | Off | #1 | 312.00W, 3.20A, 10.20V | 2019-11-01 13:41:55.934134
Off | 0s | Off | #2 | 313.00W, 4.80A, 15.30V | 2019-11-01 13:41:55.950128
Off | 1s | Off | #2 | 314.00W, 2.40A, 7.65V | 2019-11-01 13:41:55.962123
Off | 2s | Off | #2 | 315.00W, 4.00A, 12.75V | 2019-11-01 13:41:55.978118
Off | 3s | Off | #2 | 316.00W, 2.00A, 6.38V | 2019-11-01 13:41:55.990115
Off | 4s | Off | #2 | 317.00W, 3.60A, 11.48V | 2019-11-01 13:41:56.002112
Off | 5s | Off | #2 | 318.00W, 1.80A, 5.74V | 2019-11-01 13:41:56.014110
Off | 6s | Off | #2 | 319.00W, 3.40A, 10.84V | 2019-11-01 13:41:56.034104
Off | 7s | Off | #2 | 320.00W, 1.70A, 5.42V | 2019-11-01 13:41:56.046101
Off | 8s | Off | #2 | 321.00W, 3.30A, 10.52V | 2019-11-01 13:41:56.078095
Off | 9s | Off | #2 | 322.00W, 1.65A, 5.26V | 2019-11-01 13:41:56.090090
Off | 10s | Off | #2 | 323.00W, 3.25A, 10.36V | 2019-11-01 13:41:56.121000
Off | 11s | Off | #2 | 324.00W, 1.63A, 5.18V | 2019-11-01 13:41:56.135342
Off | 12s | Off | #2 | 325.00W, 3.23A, 10.28V | 2019-11-01 13:41:56.151692
Off | 13s | Off | #2 | 326.00W, 1.61A, 5.14V | 2019-11-01 13:41:56.161871
Off | 14s | Off | #2 | 327.00W, 3.21A, 10.24V | 2019-11-01 13:41:56.175134
Off | 15s | Off | #2 | 328.00W, 1.61A, 5.12V | 2019-11-01 13:41:56.185320
Off | 16s | Off | #2 | 329.00W, 3.21A, 10.22V | 2019-11-01 13:41:56.196370
Off | 17s | Off | #2 | 330.00W, 1.60A, 5.11V | 2019-11-01 13:41:56.204369
Off | 18s | Off | #2 | 331.00W, 3.20A, 10.21V | 2019-11-01 13:41:56.212367
Off | 19s | Off | #2 | 332.00W, 1.60A, 5.10V | 2019-11-01 13:41:56.224362
Off | 20s | Off | #2 | 333.00W, 3.20A, 10.20V | 2019-11-01 13:41:56.236361
Off | 0s | On | #1 | 334.00W, 4.80A, 15.30V | 2019-11-01 13:41:56.248360
Off | 1s | On | #1 | 335.00W, 2.40A, 7.65V | 2019-11-01 13:41:56.256358
Off | 2s | On | #1 | 336.00W, 4.00A, 12.75V | 2019-11-01 13:41:56.268355
Off | 3s | On | #1 | 337.00W, 2.00A, 6.38V | 2019-11-01 13:41:56.276353
Off | 4s | On | #1 | 338.00W, 3.60A, 11.48V | 2019-11-01 13:41:56.292345
Off | 5s | On | #1 | 339.00W, 1.80A, 5.74V | 2019-11-01 13:41:56.308341
Off | 6s | On | #1 | 340.00W, 3.40A, 10.84V | 2019-11-01 13:41:56.316339
Off | 7s | On | #1 | 341.00W, 1.70A, 5.42V | 2019-11-01 13:41:56.328353
Off | 8s | On | #1 | 342.00W, 3.30A, 10.52V | 2019-11-01 13:41:56.336351
Off | 9s | On | #1 | 343.00W, 1.65A, 5.26V | 2019-11-01 13:41:56.348343
Off | 10s | On | #1 | 344.00W, 3.25A, 10.36V | 2019-11-01 13:41:56.352334
Off | 11s | On | #1 | 345.00W, 1.63A, 5.18V | 2019-11-01 13:41:56.364331
Off | 12s | On | #1 | 346.00W, 3.23A, 10.28V | 2019-11-01 13:41:56.372325
Off | 13s | On | #1 | 347.00W, 1.61A, 5.14V | 2019-11-01 13:41:56.384340
Off | 14s | On | #1 | 348.00W, 3.21A, 10.24V | 2019-11-01 13:41:56.392322
Off | 15s | On | #1 | 349.00W, 1.61A, 5.12V | 2019-11-01 13:41:56.404335
Off | 16s | On | #1 | 350.00W, 3.21A, 10.22V | 2019-11-01 13:41:56.412334
Off | 17s | On | #1 | 351.00W, 1.60A, 5.11V | 2019-11-01 13:41:56.424312
Off | 18s | On | #1 | 352.00W, 3.20A, 10.21V | 2019-11-01 13:41:56.432315
Off | 19s | On | #1 | 353.00W, 1.60A, 5.10V | 2019-11-01 13:41:56.444307
Off | 20s | On | #1 | 354.00W, 3.20A, 10.20V | 2019-11-01 13:41:56.452305
Off | 21s | On | #1 | 355.00W, 1.60A, 5.10V | 2019-11-01 13:41:56.460303
Off | 22s | On | #1 | 356.00W, 3.20A, 10.20V | 2019-11-01 13:41:56.468318
Off | 23s | On | #1 | 357.00W, 1.60A, 5.10V | 2019-11-01 13:41:56.476301
Off | 24s | On | #1 | 358.00W, 3.20A, 10.20V | 2019-11-01 13:41:56.484300
Off | 25s | On | #1 | 359.00W, 1.60A, 5.10V | 2019-11-01 13:41:56.496311
Off | 26s | On | #1 | 360.00W, 3.20A, 10.20V | 2019-11-01 13:41:56.508295
Off | 27s | On | #1 | 361.00W, 1.60A, 5.10V | 2019-11-01 13:41:56.560287
Off | 28s | On | #1 | 362.00W, 3.20A, 10.20V | 2019-11-01 13:41:56.592271
Off | 29s | On | #1 | 363.00W, 1.60A, 5.10V | 2019-11-01 13:41:56.644263
Off | 30s | On | #1 | 364.00W, 3.20A, 10.20V | 2019-11-01 13:41:56.676253
Off | 31s | On | #1 | 365.00W, 1.60A, 5.10V | 2019-11-01 13:41:56.720241
Off | 32s | On | #1 | 366.00W, 3.20A, 10.20V | 2019-11-01 13:41:56.752234
Off | 33s | On | #1 | 367.00W, 1.60A, 5.10V | 2019-11-01 13:41:56.792225
Off | 34s | On | #1 | 368.00W, 3.20A, 10.20V | 2019-11-01 13:41:56.820218
Off | 35s | On | #1 | 369.00W, 1.60A, 5.10V | 2019-11-01 13:41:56.868203
Off | 36s | On | #1 | 370.00W, 3.20A, 10.20V | 2019-11-01 13:41:56.900196
Off | 37s | On | #1 | 371.00W, 1.60A, 5.10V | 2019-11-01 13:41:56.940187
Off | 38s | On | #1 | 372.00W, 3.20A, 10.20V | 2019-11-01 13:41:56.976178
Off | 39s | On | #1 | 373.00W, 1.60A, 5.10V | 2019-11-01 13:41:57.020166
Off | 40s | On | #1 | 374.00W, 3.20A, 10.20V | 2019-11-01 13:41:57.056165
Off | 0s | On | #2 | 375.00W, 4.80A, 15.30V | 2019-11-01 13:41:57.096148
Off | 1s | On | #2 | 376.00W, 2.40A, 7.65V | 2019-11-01 13:41:57.128139
Off | 2s | On | #2 | 377.00W, 4.00A, 12.75V | 2019-11-01 13:41:57.164130
Off | 3s | On | #2 | 378.00W, 2.00A, 6.38V | 2019-11-01 13:41:57.196121
Off | 4s | On | #2 | 379.00W, 3.60A, 11.48V | 2019-11-01 13:41:57.236113
Off | 5s | On | #2 | 380.00W, 1.80A, 5.74V | 2019-11-01 13:41:57.268102
Off | 6s | On | #2 | 381.00W, 3.40A, 10.84V | 2019-11-01 13:41:57.308096
Off | 7s | On | #2 | 382.00W, 1.70A, 5.42V | 2019-11-01 13:41:57.344085
Off | 8s | On | #2 | 383.00W, 3.30A, 10.52V | 2019-11-01 13:41:57.384079
Off | 9s | On | #2 | 384.00W, 1.65A, 5.26V | 2019-11-01 13:41:57.416066
Off | 10s | On | #2 | 385.00W, 3.25A, 10.36V | 2019-11-01 13:41:57.464052
Off | 11s | On | #2 | 386.00W, 1.63A, 5.18V | 2019-11-01 13:41:57.496045
Off | 12s | On | #2 | 387.00W, 3.23A, 10.28V | 2019-11-01 13:41:57.536034
Off | 13s | On | #2 | 388.00W, 1.61A, 5.14V | 2019-11-01 13:41:57.568027
Off | 14s | On | #2 | 389.00W, 3.21A, 10.24V | 2019-11-01 13:41:57.604025
Off | 15s | On | #2 | 390.00W, 1.61A, 5.12V | 2019-11-01 13:41:57.632012
Off | 16s | On | #2 | 391.00W, 3.21A, 10.22V | 2019-11-01 13:41:57.672002
Off | 17s | On | #2 | 392.00W, 1.60A, 5.11V | 2019-11-01 13:41:57.703994
Off | 18s | On | #2 | 393.00W, 3.20A, 10.21V | 2019-11-01 13:41:57.731987
Off | 19s | On | #2 | 394.00W, 1.60A, 5.10V | 2019-11-01 13:41:57.755979
Off | 20s | On | #2 | 395.00W, 3.20A, 10.20V | 2019-11-01 13:41:57.787974
Off | 21s | On | #2 | 396.00W, 1.60A, 5.10V | 2019-11-01 13:41:57.815964
Off | 22s | On | #2 | 397.00W, 3.20A, 10.20V | 2019-11-01 13:41:57.847958
Off | 23s | On | #2 | 398.00W, 1.60A, 5.10V | 2019-11-01 13:41:57.871949
Off | 24s | On | #2 | 399.00W, 3.20A, 10.20V | 2019-11-01 13:41:57.907940
Off | 25s | On | #2 | 400.00W, 1.60A, 5.10V | 2019-11-01 13:41:57.931935
Off | 26s | On | #2 | 401.00W, 3.20A, 10.20V | 2019-11-01 13:41:57.959929
Off | 27s | On | #2 | 402.00W, 1.60A, 5.10V | 2019-11-01 13:41:57.987922
Off | 28s | On | #2 | 403.00W, 3.20A, 10.20V | 2019-11-01 13:41:58.015914
Off | 29s | On | #2 | 404.00W, 1.60A, 5.10V | 2019-11-01 13:41:58.039907
Off | 30s | On | #2 | 405.00W, 3.20A, 10.20V | 2019-11-01 13:41:58.071901
Off | 31s | On | #2 | 406.00W, 1.60A, 5.10V | 2019-11-01 13:41:58.095893
Off | 32s | On | #2 | 407.00W, 3.20A, 10.20V | 2019-11-01 13:41:58.135884
Off | 33s | On | #2 | 408.00W, 1.60A, 5.10V | 2019-11-01 13:41:58.159877
Off | 34s | On | #2 | 409.00W, 3.20A, 10.20V | 2019-11-01 13:41:58.187870
Off | 35s | On | #2 | 410.00W, 1.60A, 5.10V | 2019-11-01 13:41:58.215864
Off | 36s | On | #2 | 411.00W, 3.20A, 10.20V | 2019-11-01 13:41:58.315838
Off | 37s | On | #2 | 412.00W, 1.60A, 5.10V | 2019-11-01 13:41:58.347829
Off | 38s | On | #2 | 413.00W, 3.20A, 10.20V | 2019-11-01 13:41:58.407815
Off | 39s | On | #2 | 414.00W, 1.60A, 5.10V | 2019-11-01 13:41:58.435812
Off | 40s | On | #2 | 415.00W, 3.20A, 10.20V | 2019-11-01 13:41:58.479798
Off | 0s | Off | #1 | 416.00W, 4.80A, 15.30V | 2019-11-01 13:41:58.507791
Off | 1s | Off | #1 | 417.00W, 2.40A, 7.65V | 2019-11-01 13:41:58.539782
Off | 2s | Off | #1 | 418.00W, 4.00A, 12.75V | 2019-11-01 13:41:58.571772
Off | 3s | Off | #1 | 419.00W, 2.00A, 6.38V | 2019-11-01 13:41:58.603771
Off | 4s | Off | #1 | 420.00W, 3.60A, 11.48V | 2019-11-01 13:41:58.631757
Off | 5s | Off | #1 | 421.00W, 1.80A, 5.74V | 2019-11-01 13:41:58.663751
Off | 6s | Off | #1 | 422.00W, 3.40A, 10.84V | 2019-11-01 13:41:58.683746
Off | 7s | Off | #1 | 423.00W, 1.70A, 5.42V | 2019-11-01 13:41:58.711738
Off | 8s | Off | #1 | 424.00W, 3.30A, 10.52V | 2019-11-01 13:41:58.731732
Off | 9s | Off | #1 | 425.00W, 1.65A, 5.26V | 2019-11-01 13:41:58.759725
Off | 10s | Off | #1 | 426.00W, 3.25A, 10.36V | 2019-11-01 13:41:58.783720
Off | 11s | Off | #1 | 427.00W, 1.63A, 5.18V | 2019-11-01 13:41:58.811711
Off | 12s | Off | #1 | 428.00W, 3.23A, 10.28V | 2019-11-01 13:41:58.839706
Off | 13s | Off | #1 | 429.00W, 1.61A, 5.14V | 2019-11-01 13:41:58.871698
Off | 14s | Off | #1 | 430.00W, 3.21A, 10.24V | 2019-11-01 13:41:58.895691
Off | 15s | Off | #1 | 431.00W, 1.61A, 5.12V | 2019-11-01 13:41:58.919685
Off | 16s | Off | #1 | 432.00W, 3.21A, 10.22V | 2019-11-01 13:41:58.943679
Off | 17s | Off | #1 | 433.00W, 1.60A, 5.11V | 2019-11-01 13:41:58.963675
Off | 18s | Off | #1 | 434.00W, 3.20A, 10.21V | 2019-11-01 13:41:58.983674
Off | 19s | Off | #1 | 435.00W, 1.60A, 5.10V | 2019-11-01 13:41:59.003663
Off | 20s | Off | #1 | 436.00W, 3.20A, 10.20V | 2019-11-01 13:41:59.027658
Off | 21s | Off | #1 | 437.00W, 1.60A, 5.10V | 2019-11-01 13:41:59.047654
Off | 22s | Off | #1 | 438.00W, 3.20A, 10.20V | 2019-11-01 13:41:59.067648
Off | 23s | Off | #1 | 439.00W, 1.60A, 5.10V | 2019-11-01 13:41:59.091647
Off | 24s | Off | #1 | 440.00W, 3.20A, 10.20V | 2019-11-01 13:41:59.107638
Off | 25s | Off | #1 | 441.00W, 1.60A, 5.10V | 2019-11-01 13:41:59.203613
Off | 26s | Off | #1 | 442.00W, 3.20A, 10.20V | 2019-11-01 13:41:59.227607
Off | 27s | Off | #1 | 443.00W, 1.60A, 5.10V | 2019-11-01 13:41:59.255600
Off | 28s | Off | #1 | 444.00W, 3.20A, 10.20V | 2019-11-01 13:41:59.275595
Off | 29s | Off | #1 | 445.00W, 1.60A, 5.10V | 2019-11-01 13:41:59.299590
Off | 30s | Off | #1 | 446.00W, 3.20A, 10.20V | 2019-11-01 13:41:59.319583
Off | 31s | Off | #1 | 447.00W, 1.60A, 5.10V | 2019-11-01 13:41:59.343578
Off | 32s | Off | #1 | 448.00W, 3.20A, 10.20V | 2019-11-01 13:41:59.367573
Off | 33s | Off | #1 | 449.00W, 1.60A, 5.10V | 2019-11-01 13:41:59.395565
Off | 34s | Off | #1 | 450.00W, 3.20A, 10.20V | 2019-11-01 13:41:59.415560
Off | 35s | Off | #1 | 451.00W, 1.60A, 5.10V | 2019-11-01 13:41:59.439555
Off | 36s | Off | #1 | 452.00W, 3.20A, 10.20V | 2019-11-01 13:41:59.463550
Off | 37s | Off | #1 | 453.00W, 1.60A, 5.10V | 2019-11-01 13:41:59.483543
Off | 38s | Off | #1 | 454.00W, 3.20A, 10.20V | 2019-11-01 13:41:59.503539
Off | 39s | Off | #1 | 455.00W, 1.60A, 5.10V | 2019-11-01 13:41:59.527531
Off | 40s | Off | #1 | 456.00W, 3.20A, 10.20V | 2019-11-01 13:41:59.543529
Off | 0s | Off | #2 | 457.00W, 4.80A, 15.30V | 2019-11-01 13:41:59.559523
Off | 1s | Off | #2 | 458.00W, 2.40A, 7.65V | 2019-11-01 13:41:59.575520
Off | 2s | Off | #2 | 459.00W, 4.00A, 12.75V | 2019-11-01 13:41:59.595514
Off | 3s | Off | #2 | 460.00W, 2.00A, 6.38V | 2019-11-01 13:41:59.611510
Off | 4s | Off | #2 | 461.00W, 3.60A, 11.48V | 2019-11-01 13:41:59.627506
Off | 5s | Off | #2 | 462.00W, 1.80A, 5.74V | 2019-11-01 13:41:59.643502
Off | 6s | Off | #2 | 463.00W, 3.40A, 10.84V | 2019-11-01 13:41:59.663498
Off | 7s | Off | #2 | 464.00W, 1.70A, 5.42V | 2019-11-01 13:41:59.679493
Off | 8s | Off | #2 | 465.00W, 3.30A, 10.52V | 2019-11-01 13:41:59.695490
Off | 9s | Off | #2 | 466.00W, 1.65A, 5.26V | 2019-11-01 13:41:59.711484
Off | 10s | Off | #2 | 467.00W, 3.25A, 10.36V | 2019-11-01 13:41:59.727482
Off | 11s | Off | #2 | 468.00W, 1.63A, 5.18V | 2019-11-01 13:41:59.743478
Off | 12s | Off | #2 | 469.00W, 3.23A, 10.28V | 2019-11-01 13:41:59.763472
Off | 13s | Off | #2 | 470.00W, 1.61A, 5.14V | 2019-11-01 13:41:59.775469
Off | 14s | Off | #2 | 471.00W, 3.21A, 10.24V | 2019-11-01 13:41:59.795464
Off | 15s | Off | #2 | 472.00W, 1.61A, 5.12V | 2019-11-01 13:41:59.811459
Off | 16s | Off | #2 | 473.00W, 3.21A, 10.22V | 2019-11-01 13:41:59.827455
Off | 17s | Off | #2 | 474.00W, 1.60A, 5.11V | 2019-11-01 13:41:59.839453
Off | 18s | Off | #2 | 475.00W, 3.20A, 10.21V | 2019-11-01 13:41:59.859447
Off | 19s | Off | #2 | 476.00W, 1.60A, 5.10V | 2019-11-01 13:41:59.871446
Off | 20s | Off | #2 | 477.00W, 3.20A, 10.20V | 2019-11-01 13:41:59.891439
Off | 21s | Off | #2 | 478.00W, 1.60A, 5.10V | 2019-11-01 13:41:59.907436
Off | 22s | Off | #2 | 479.00W, 3.20A, 10.20V | 2019-11-01 13:41:59.923431
Off | 23s | Off | #2 | 480.00W, 1.60A, 5.10V | 2019-11-01 13:41:59.935428
Off | 24s | Off | #2 | 481.00W, 3.20A, 10.20V | 2019-11-01 13:41:59.955429
Off | 25s | Off | #2 | 482.00W, 1.60A, 5.10V | 2019-11-01 13:41:59.971420
Off | 26s | Off | #2 | 483.00W, 3.20A, 10.20V | 2019-11-01 13:41:59.987418
Off | 27s | Off | #2 | 484.00W, 1.60A, 5.10V | 2019-11-01 13:41:59.999413
Off | 28s | Off | #2 | 485.00W, 3.20A, 10.20V | 2019-11-01 13:42:00.019408
Off | 29s | Off | #2 | 486.00W, 1.60A, 5.10V | 2019-11-01 13:42:00.031404
Off | 30s | Off | #2 | 487.00W, 3.20A, 10.20V | 2019-11-01 13:42:00.051399
Off | 31s | Off | #2 | 488.00W, 1.60A, 5.10V | 2019-11-01 13:42:00.063396
Off | 32s | Off | #2 | 489.00W, 3.20A, 10.20V | 2019-11-01 13:42:00.087392
Off | 33s | Off | #2 | 490.00W, 1.60A, 5.10V | 2019-11-01 13:42:00.099387
Off | 34s | Off | #2 | 491.00W, 3.20A, 10.20V | 2019-11-01 13:42:00.115382
Off | 35s | Off | #2 | 492.00W, 1.60A, 5.10V | 2019-11-01 13:42:00.127380
Off | 36s | Off | #2 | 493.00W, 3.20A, 10.20V | 2019-11-01 13:42:00.143375
Off | 37s | Off | #2 | 494.00W, 1.60A, 5.10V | 2019-11-01 13:42:00.155372
Off | 38s | Off | #2 | 495.00W, 3.20A, 10.20V | 2019-11-01 13:42:00.171368
Off | 39s | Off | #2 | 496.00W, 1.60A, 5.10V | 2019-11-01 13:42:00.183365
Off | 40s | Off | #2 | 497.00W, 3.20A, 10.20V | 2019-11-01 13:42:00.195362
